ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid;gender;edu;age;N;ACC;time_all;time_ACC;model;ACCinKJL;sdTimeACC;subj
CA;O;images;OGXXXB;0;2016-07-05T03:53:50-05:00;9;9: Some fencers are not campers;campers,engineers,fencers;0;Aq,Iq,Oq,Eq;Premise 1: Some campers are not engineers;Premise 2: Some engineers are not fencers;7;OO1;10898;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,37;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T03:53:59-05:00;4;4: No dentists are plumbers;dentists,lifeguards,plumbers;0;Aq,Iq,Oq,Eq;Premise 1: No lifeguards are dentists;Premise 2: No plumbers are lifeguards;8;EE2;7456;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,44;4831,217285;2
AC;O;images;OGXXXB;0;2016-07-05T03:54:12-05:00;3;3: Some travelers are not novelists;travelers,analysts,novelists;0;Aq,Iq,Oq,Eq;Premise 1: No travelers are analysts;Premise 2: Some novelists are not analysts;9;EO3;11322;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,49;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T03:54:27-05:00;-1;Space: No conclusion is possible;teachers,golfers,bankers;0;Aq,Iq,Oq,Eq;Premise 1: Some teachers are not golfers;Premise 2: Some bankers are golfers;10;OI3;12852;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,49;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T03:54:37-05:00;-1;Space: No conclusion is possible;typists,boxers,dancers;0;Aq,Iq,Oq,Eq;Premise 1: Some typists are not boxers;Premise 2: Some dancers are not boxers;11;OO3;8412;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,64;4831,217285;2
AC;A;images;OGXXXB;0;2016-07-05T03:54:47-05:00;1;1: All planners are surfers;planners,artists,surfers;0;Aq,Iq,Oq,Eq;Premise 1: All artists are planners;Premise 2: All artists are surfers;12;AA4;8087;Iac,Ica;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,16;4831,217285;2
AC;I;images;OGXXXB;0;2016-07-05T03:55:00-05:00;2;2: Some drivers are writers;drivers,hikers,writers;0;Aq,Iq,Oq,Eq;Premise 1: All hikers are drivers;Premise 2: Some writers are not hikers;13;AO2;10784;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,17;4831,217285;2
CA;E;images;OGXXXB;1;2016-07-05T03:55:24-05:00;0;0: No secretaries are brokers;brokers,agents,secretaries;0;Aq,Iq,Oq,Eq;Premise 1: All brokers are agents;Premise 2: No agents are secretaries;14;AE1;9684;Eac,Eca,Oac,Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;1;0,87;4831,217285;2
CA;E;images;OGXXXB;1;2016-07-05T03:55:31-05:00;0;0: No divers are linguists;linguists,carpenters,divers;0;Aq,Iq,Oq,Eq;Premise 1: All linguists are carpenters;Premise 2: No divers are carpenters;15;AE3;5114;Eac,Eca,Oac,Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;1;0,81;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T03:55:38-05:00;-1;Space: No conclusion is possible;farmers,scholars,assistants;0;Aq,Iq,Oq,Eq;Premise 1: No farmers are scholars;Premise 2: No assistants are scholars;16;EE3;4998;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,76;4831,217285;2
AC;A;images;OGXXXB;0;2016-07-05T03:55:49-05:00;1;1: All boxers are actuaries;boxers,opticians,actuaries;0;Aq,Iq,Oq,Eq;Premise 1: All opticians are boxers;Premise 2: All actuaries are opticians;17;AA2;9483;Aca,Iac,Ica;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;1;0,54;4831,217285;2
CA;O;images;OGXXXB;0;2016-07-05T03:56:01-05:00;9;9: Some miners are not skaters;skaters,poets,miners;0;Aq,Iq,Oq,Eq;Premise 1: Some poets are skaters;Premise 2: Some poets are not miners;18;IO4;10010;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,47;4831,217285;2
AC;O;images;OGXXXB;0;2016-07-05T03:56:10-05:00;3;3: Some editors are not florists;editors,soldiers,florists;0;Aq,Iq,Oq,Eq;Premise 1: All editors are soldiers;Premise 2: Some soldiers are not florists;19;AO1;7631;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,14;4831,217285;2
CA;I;images;OGXXXB;0;2016-07-05T03:56:21-05:00;8;8: Some potters are chemists;chemists,sailors,potters;0;Aq,Iq,Oq,Eq;Premise 1: Some sailors are chemists;Premise 2: All potters are sailors;20;IA2;8940;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,12;4831,217285;2
NVC;NVC;images;OGXXXB;0;2016-07-05T03:56:24-05:00;-1;Space: No conclusion is possible;investors,barbers,jugglers;0;Aq,Iq,Oq,Eq;Premise 1: No barbers are investors;Premise 2: Some barbers are jugglers;21;EI4;1136;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,15;4831,217285;2
CA;E;images;OGXXXB;0;2016-07-05T03:56:30-05:00;0;0: No students are cyclists;cyclists,buyers,students;0;Aq,Iq,Oq,Eq;Premise 1: Some cyclists are not buyers;Premise 2: No buyers are students;22;OE1;4911;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,37;4831,217285;2
CA;I;images;OGXXXB;0;2016-07-05T03:56:41-05:00;8;8: Some painters are workers;workers,actors,painters;0;Aq,Iq,Oq,Eq;Premise 1: Some actors are not workers;Premise 2: Some painters are not actors;23;OO2;8723;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,42;4831,217285;2
AC;O;images;OGXXXB;0;2016-07-05T03:56:55-05:00;3;3: Some waiters are not poets;waiters,cashiers,poets;0;Aq,Iq,Oq,Eq;Premise 1: Some cashiers are not waiters;Premise 2: Some poets are cashiers;24;OI2;12137;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,31;4831,217285;2
CA;E;images;OGXXXB;0;2016-07-05T03:57:04-05:00;0;0: No models are clerks;clerks,managers,models;0;Aq,Iq,Oq,Eq;Premise 1: Some clerks are managers;Premise 2: No managers are models;25;IE1;7306;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,44;4831,217285;2
CA;E;images;OGXXXB;0;2016-07-05T03:57:21-05:00;0;0: No riders are counselors;counselors,joggers,riders;0;Aq,Iq,Oq,Eq;Premise 1: No joggers are counselors;Premise 2: Some riders are joggers;26;EI2;15442;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,37;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T03:57:31-05:00;-1;Space: No conclusion is possible;actors,nurses,drillers;0;Aq,Iq,Oq,Eq;Premise 1: Some actors are not nurses;Premise 2: No drillers are nurses;27;OE3;8583;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,47;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T03:57:41-05:00;4;4: No bakers are gamblers;bakers,sculptors,gamblers;0;Aq,Iq,Oq,Eq;Premise 1: No bakers are sculptors;Premise 2: All sculptors are gamblers;28;EA1;7862;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,03;4831,217285;2
NVC;NVC;images;OGXXXB;0;2016-07-05T03:57:47-05:00;-1;Space: No conclusion is possible;designers,trainers,architects;0;Aq,Iq,Oq,Eq;Premise 1: No designers are trainers;Premise 2: Some architects are trainers;29;EI3;4517;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,21;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T03:57:58-05:00;-1;Space: No conclusion is possible;packers,tutors,butchers;0;Aq,Iq,Oq,Eq;Premise 1: Some packers are tutors;Premise 2: Some butchers are not tutors;30;IO3;8455;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,49;4831,217285;2
CA;O;images;OGXXXB;0;2016-07-05T03:58:06-05:00;9;9: Some tellers are not climbers;climbers,doctors,tellers;0;Aq,Iq,Oq,Eq;Premise 1: No climbers are doctors;Premise 2: Some doctors are not tellers;31;EO1;6431;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,28;4831,217285;2
CA;O;images;OGXXXB;1;2016-07-05T03:58:15-05:00;9;9: Some editors are not florists;florists,soldiers,editors;0;Aq,Iq,Oq,Eq;Premise 1: Some soldiers are not florists;Premise 2: All soldiers are editors;32;OA4;7602;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;2;0,42;4831,217285;2
CA;E;images;OGXXXB;0;2016-07-05T03:58:28-05:00;0;0: No lifeguards are dentists;dentists,plumbers,lifeguards;0;Aq,Iq,Oq,Eq;Premise 1: All plumbers are dentists;Premise 2: No plumbers are lifeguards;33;AE4;7042;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,08;4831,217285;2
CA;E;images;OGXXXB;0;2016-07-05T03:58:36-05:00;0;0: No porters are brewers;brewers,judges,porters;0;Aq,Iq,Oq,Eq;Premise 1: Some judges are not brewers;Premise 2: No porters are judges;34;OE2;5811;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,51;4831,217285;2
NVC;NVC;images;OGXXXB;0;2016-07-05T03:58:52-05:00;-1;Space: No conclusion is possible;doctors,tellers,climbers;0;Aq,Iq,Oq,Eq;Premise 1: All doctors are tellers;Premise 2: Some climbers are not tellers;35;AO3;13696;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;2;0,4;4831,217285;2
AC;E;images;OGXXXB;1;2016-07-05T03:59:18-05:00;4;4: No brokers are agents;brokers,secretaries,agents;0;Aq,Iq,Oq,Eq;Premise 1: No secretaries are brokers;Premise 2: All agents are secretaries;36;EA2;24505;Eac,Eca,Oac,Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;1;0,78;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T03:59:23-05:00;-1;Space: No conclusion is possible;divers,carpenters,linguists;0;Aq,Iq,Oq,Eq;Premise 1: All divers are carpenters;Premise 2: Some linguists are carpenters;37;AI3;3599;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,37;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T03:59:31-05:00;4;4: No joggers are riders;joggers,counselors,riders;0;Aq,Iq,Oq,Eq;Premise 1: Some counselors are not joggers;Premise 2: No counselors are riders;38;OE4;6142;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,49;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T03:59:35-05:00;-1;Space: No conclusion is possible;actors,nurses,drillers;0;Aq,Iq,Oq,Eq;Premise 1: Some actors are nurses;Premise 2: Some nurses are drillers;39;II1;1788;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,33;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T03:59:47-05:00;4;4: No architects are trainers;architects,designers,trainers;0;Aq,Iq,Oq,Eq;Premise 1: No designers are architects;Premise 2: All designers are trainers;40;EA4;10655;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,09;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T03:59:53-05:00;4;4: No climbers are skaters;climbers,therapists,skaters;0;Aq,Iq,Oq,Eq;Premise 1: Some therapists are not climbers;Premise 2: Some therapists are skaters;41;OI4;4612;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,47;4831,217285;2
CA;I;images;OGXXXB;0;2016-07-05T04:00:10-05:00;8;8: Some skaters are poets;poets,miners,skaters;0;Aq,Iq,Oq,Eq;Premise 1: Some poets are miners;Premise 2: All skaters are miners;42;IA3;15017;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,28;4831,217285;2
CA;E;images;OGXXXB;0;2016-07-05T04:00:23-05:00;0;0: No butchers are packers;packers,tutors,butchers;0;Aq,Iq,Oq,Eq;Premise 1: No packers are tutors;Premise 2: No tutors are butchers;43;EE1;10660;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,44;4831,217285;2
CA;I;images;OGXXXB;1;2016-07-05T04:00:31-05:00;8;8: Some painters are actors;actors,workers,painters;0;Aq,Iq,Oq,Eq;Premise 1: All workers are actors;Premise 2: Some workers are painters;44;AI4;6484;Iac,Ica;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;1;0,83;4831,217285;2
CA;O;images;OGXXXB;0;2016-07-05T04:00:51-05:00;9;9: Some investors are not barbers;barbers,jugglers,investors;0;Aq,Iq,Oq,Eq;Premise 1: Some jugglers are barbers;Premise 2: Some investors are not jugglers;45;IO2;18282;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,31;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T04:00:59-05:00;-1;Space: No conclusion is possible;scholars,farmers,assistants;0;Aq,Iq,Oq,Eq;Premise 1: No farmers are scholars;Premise 2: Some farmers are not assistants;46;EO4;7493;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,57;4831,217285;2
CA;O;images;OGXXXB;0;2016-07-05T04:01:05-05:00;9;9: Some cyclists are not buyers;buyers,students,cyclists;0;Aq,Iq,Oq,Eq;Premise 1: All students are buyers;Premise 2: Some students are not cyclists;47;AO4;4630;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;2;0,54;4831,217285;2
AC;O;images;OGXXXB;0;2016-07-05T04:01:17-05:00;3;3: Some writers are not drivers;writers,hikers,drivers;0;Aq,Iq,Oq,Eq;Premise 1: No hikers are writers;Premise 2: Some drivers are not hikers;48;EO2;9518;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,47;4831,217285;2
AC;I;images;OGXXXB;0;2016-07-05T04:01:29-05:00;2;2: Some fencers are campers;fencers,engineers,campers;0;Aq,Iq,Oq,Eq;Premise 1: Some engineers are fencers;Premise 2: Some engineers are campers;49;II4;10209;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,61;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T04:01:39-05:00;-1;Space: No conclusion is possible;dancers,typists,boxers;0;Aq,Iq,Oq,Eq;Premise 1: Some dancers are typists;Premise 2: Some boxers are typists;50;II3;8049;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,51;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T04:01:48-05:00;-1;Space: No conclusion is possible;hunters,athletes,lawyers;0;Aq,Iq,Oq,Eq;Premise 1: Some athletes are not hunters;Premise 2: Some athletes are not lawyers;51;OO4;7540;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,66;4831,217285;2
NVC;NVC;images;OGXXXB;1;2016-07-05T04:02:01-05:00;-1;Space: No conclusion is possible;teachers,golfers,bankers;0;Aq,Iq,Oq,Eq;Premise 1: No golfers are teachers;Premise 2: No golfers are bankers;52;EE4;11108;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,66;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T04:02:10-05:00;4;4: No actuaries are opticians;actuaries,boxers,opticians;0;Aq,Iq,Oq,Eq;Premise 1: All boxers are actuaries;Premise 2: No opticians are boxers;53;AE2;7317;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,01;4831,217285;2
AC;I;images;OGXXXB;0;2016-07-05T04:02:24-05:00;2;2: Some potters are sailors;potters,chemists,sailors;0;Aq,Iq,Oq,Eq;Premise 1: Some chemists are potters;Premise 2: Some sailors are chemists;54;II2;12537;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,3;4831,217285;2
CA;I;images;OGXXXB;0;2016-07-05T04:02:36-05:00;8;8: Some gamblers are bakers;bakers,sculptors,gamblers;0;Aq,Iq,Oq,Eq;Premise 1: Some bakers are not sculptors;Premise 2: Some sculptors are gamblers;55;OI1;8905;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,36;4831,217285;2
NVC;NVC;images;OGXXXB;0;2016-07-05T04:02:42-05:00;-1;Space: No conclusion is possible;chefs,runners,scientists;0;Aq,Iq,Oq,Eq;Premise 1: Some chefs are runners;Premise 2: No scientists are runners;56;IE3;4718;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,2;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T04:02:54-05:00;4;4: No clerks are managers;clerks,models,managers;0;Aq,Iq,Oq,Eq;Premise 1: No clerks are models;Premise 2: Some models are managers;57;EI1;9505;Oca;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,08;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T04:03:07-05:00;4;4: No cleaners are painters;cleaners,auditors,painters;0;Aq,Iq,Oq,Eq;Premise 1: Some auditors are cleaners;Premise 2: No painters are auditors;58;IE2;11450;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,13;4831,217285;2
AC;I;images;OGXXXB;1;2016-07-05T04:03:21-05:00;2;2: Some waiters are cashiers;waiters,poets,cashiers;0;Aq,Iq,Oq,Eq;Premise 1: Some waiters are poets;Premise 2: All poets are cashiers;59;IA1;12189;Iac,Ica;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;1;0,88;4831,217285;2
AC;I;images;OGXXXB;0;2016-07-05T04:03:35-05:00;2;2: Some surfers are planners;surfers,artists,planners;0;Aq,Iq,Oq,Eq;Premise 1: Some surfers are not artists;Premise 2: All planners are artists;60;OA3;12718;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;2;0,36;4831,217285;2
AC;I;images;OGXXXB;0;2016-07-05T04:03:46-05:00;2;2: Some mayors are swimmers;mayors,cooks,swimmers;0;Aq,Iq,Oq,Eq;Premise 1: Some cooks are not mayors;Premise 2: All swimmers are cooks;61;OA2;9108;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,13;4831,217285;2
AC;E;images;OGXXXB;0;2016-07-05T04:03:53-05:00;4;4: No singers are tailors;singers,pilots,tailors;0;Aq,Iq,Oq,Eq;Premise 1: Some pilots are singers;Premise 2: No pilots are tailors;62;IE4;4897;Oac;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;3;0,28;4831,217285;2
AC;O;images;OGXXXB;0;2016-07-05T04:04:09-05:00;3;3: Some novelists are not analysts;novelists,travelers,analysts;0;Aq,Iq,Oq,Eq;Premise 1: Some novelists are not travelers;Premise 2: All travelers are analysts;63;OA1;14165;NVC;56;OGXXXB;female;Highschool;28;64;0,328125;9241,4375;9098,571429;NVC;0,2;4831,217285;2
AC;I;images;WXMRAC;0;2016-07-05T14:23:11+05:30;1;1: Some climbers are skaters;climbers,skaters,therapists;4;Iq,Oq,Aq,Eq;Premise 1: All climbers are skaters;NA;0;A_1;11689;NVC;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;#N/A;#N/A;22445,16163;3
CA;E;images;WXMRAC;0;2016-07-05T14:23:19+05:30;0;0: No clerks are models;models,clerks,managers;4;Iq,Oq,Aq,Eq;Premise 1: No models are clerks;NA;1;E_1;5416;NVC;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;#N/A;#N/A;22445,16163;3
CA;I;images;WXMRAC;0;2016-07-05T14:23:25+05:30;7;7: Some assistants are farmers;farmers,assistants,scholars;4;Iq,Oq,Aq,Eq;Premise 1: Some farmers are assistants;NA;2;I_1;4836;NVC;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;#N/A;#N/A;22445,16163;3
CA;E;images;WXMRAC;0;2016-07-05T14:23:33+05:30;0;0: No carpenters are linguists;linguists,carpenters,divers;4;Iq,Oq,Aq,Eq;Premise 1: Some linguists are not carpenters;NA;3;O_1;5350;NVC;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;#N/A;#N/A;22445,16163;3
CA;I;images;WXMRAC;1;2016-07-05T14:24:25+05:30;7;7: Some butchers are packers;packers,tutors,butchers;4;Iq,Oq,Aq,Eq;Premise 1: Some tutors are packers;Premise 2: All tutors are butchers;0;IA4;24844;Iac,Ica;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;1;0,81;22445,16163;3
AC;I;images;WXMRAC;1;2016-07-05T14:24:41+05:30;1;1: Some painters are cleaners;painters,auditors,cleaners;4;Iq,Oq,Aq,Eq;Premise 1: All auditors are painters;Premise 2: Some cleaners are auditors;1;AI2;13326;Iac,Ica;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;1;0,9;22445,16163;3
AC;O;images;WXMRAC;1;2016-07-05T14:24:53+05:30;2;2: Some dancers are not boxers;dancers,typists,boxers;4;Iq,Oq,Aq,Eq;Premise 1: No dancers are typists;Premise 2: All boxers are typists;2;EA3;9367;Eac,Eca,Oac,Oca;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;1;0,8;22445,16163;3
CA;I;images;WXMRAC;1;2016-07-05T14:25:02+05:30;7;7: Some actors are workers;workers,painters,actors;4;Iq,Oq,Aq,Eq;Premise 1: All workers are painters;Premise 2: All painters are actors;3;AA1;7507;Aac,Iac,Ica;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;1;0,88;22445,16163;3
NVC;NVC;images;WXMRAC;0;2016-07-05T14:25:28+05:30;-1;Space: No conclusion is possible;dentists,lifeguards,plumbers;4;Iq,Oq,Aq,Eq;Premise 1: No lifeguards are dentists;Premise 2: Some lifeguards are plumbers;4;EI4;15899;Oca;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;3;0,15;22445,16163;3
NVC;NVC;images;WXMRAC;1;2016-07-05T14:25:41+05:30;-1;Space: No conclusion is possible;hikers,drivers,writers;4;Iq,Oq,Aq,Eq;Premise 1: No hikers are drivers;Premise 2: Some writers are not drivers;5;EO3;9864;NVC;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;NVC;0,49;22445,16163;3
NVC;NVC;images;WXMRAC;1;2016-07-05T14:25:51+05:30;-1;Space: No conclusion is possible;investors,jugglers,barbers;4;Iq,Oq,Aq,Eq;Premise 1: Some investors are not jugglers;Premise 2: Some jugglers are not barbers;6;OO1;7748;NVC;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;NVC;0,37;22445,16163;3
NVC;NVC;images;WXMRAC;1;2016-07-05T14:26:03+05:30;-1;Space: No conclusion is possible;skaters,climbers,therapists;4;Iq,Oq,Aq,Eq;Premise 1: Some climbers are not skaters;Premise 2: Some therapists are not climbers;7;OO2;10259;NVC;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;NVC;0,42;22445,16163;3
AC;I;images;WXMRAC;1;2016-07-05T14:26:26+05:30;1;1: Some nurses are actors;nurses,drillers,actors;4;Iq,Oq,Aq,Eq;Premise 1: All drillers are nurses;Premise 2: All drillers are actors;8;AA4;20569;Iac,Ica;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;3;0,16;22445,16163;3
AC;O;images;WXMRAC;0;2016-07-05T14:26:37+05:30;2;2: Some miners are not skaters;miners,poets,skaters;4;Iq,Oq,Aq,Eq;Premise 1: Some poets are not miners;Premise 2: All poets are skaters;9;OA4;9385;Oca;60;WXMRAC;female;bachelor 4 year degree;23;64;0,546875;24014,9375;19123,85714;2;0,42;22445,16163;3
